GameID,HomeTeam,AwayTeam,HomeScore,AwayScore,ScoresScrapedAt
14549,Forest Hills Consolidated,Islesboro Central,62.0,56.0,2026-02-08T20:33:30Z
14719,Greenville,Islesboro Central,11.0,48.0,2026-02-08T20:33:30Z
13716,Islesboro Central,Buckfield HS,63.0,70.0,2026-02-08T20:33:30Z
14565,Islesboro Central,Forest Hills Consolidated,42.0,50.0,2026-02-08T20:33:30Z
23037,Greenville,Islesboro Central,29.0,54.0,2026-02-08T20:33:30Z
15973,Forest Hills Consolidated,Islesboro Central,50.0,28.0,2026-02-08T20:33:30Z
14717,Greenville,Islesboro Central,30.0,6.0,2026-02-08T20:33:30Z
13753,Islesboro Central,Buckfield HS,19.0,42.0,2026-02-08T20:33:30Z
15986,Islesboro Central,Forest Hills Consolidated,16.0,54.0,2026-02-08T20:33:30Z
20072,Fort Kent Community,John Bapst Memorial High School,68.0,56.0,2026-02-08T20:33:30Z
21867,Foxcroft Academy,John Bapst Memorial High School,68.0,47.0,2026-02-08T20:33:30Z
21329,Ellsworth,John Bapst Memorial High School,70.0,37.0,2026-02-08T20:33:30Z
12994,Hermon,John Bapst Memorial High School,67.0,34.0,2026-02-08T20:33:30Z
11174,Belfast Area,John Bapst Memorial High School,57.0,47.0,2026-02-08T20:33:30Z
22858,John Bapst Memorial High School,Fort Kent Community,46.0,61.0,2026-02-08T20:33:30Z
21877,John Bapst Memorial High School,Foxcroft Academy,52.0,48.0,2026-02-08T20:33:30Z
21337,John Bapst Memorial High School,Ellsworth,45.0,76.0,2026-02-08T20:33:30Z
13023,John Bapst Memorial High School,Hermon,31.0,35.0,2026-02-08T20:33:30Z
20087,Fort Kent Community,John Bapst Memorial High School,20.0,79.0,2026-02-08T20:33:30Z
21895,Foxcroft Academy,John Bapst Memorial High School,49.0,41.0,2026-02-08T20:33:30Z
21345,Ellsworth,John Bapst Memorial High School,49.0,29.0,2026-02-08T20:33:30Z
13367,Hermon,John Bapst Memorial High School,59.0,50.0,2026-02-08T20:33:30Z
21919,John Bapst Memorial High School,Foxcroft Academy,30.0,38.0,2026-02-08T20:33:30Z
22899,John Bapst Memorial High School,Fort Kent Community,65.0,4.0,2026-02-08T20:33:30Z
11034,John Bapst Memorial High School,Belfast Area,53.0,25.0,2026-02-08T20:33:30Z
21360,John Bapst Memorial High School,Ellsworth,33.0,49.0,2026-02-08T20:33:30Z
13409,John Bapst Memorial High School,Hermon,44.0,46.0,2026-02-08T20:33:30Z
13072,Deer Isle-Stonington,Jonesport-Beals High School,25.0,65.0,2026-02-08T20:33:30Z
21129,Jonesport-Beals High School,Bangor Christian,45.0,66.0,2026-02-08T20:33:30Z
13206,Jonesport-Beals High School,Deer Isle-Stonington,69.0,22.0,2026-02-08T20:33:30Z
10693,Bangor Christian,Jonesport-Beals High School,75.0,35.0,2026-02-08T20:33:30Z
13144,Deer Isle-Stonington,Jonesport-Beals High School,38.0,30.0,2026-02-08T20:33:30Z
21158,Jonesport-Beals High School,Bangor Christian,27.0,79.0,2026-02-08T20:33:30Z
13169,Jonesport-Beals High School,Deer Isle-Stonington,40.0,28.0,2026-02-08T20:33:30Z
10675,Bangor Christian,Jonesport-Beals High School,104.0,19.0,2026-02-08T20:33:30Z
17505,Fort Fairfield HS,Katahdin High School,68.0,22.0,2026-02-08T20:33:30Z
20482,Ashland District,Katahdin High School,9.0,72.0,2026-02-08T20:33:30Z
20486,Katahdin High School,Ashland District,89.0,13.0,2026-02-08T20:33:30Z
17521,Katahdin High School,Fort Fairfield HS,60.0,69.0,2026-02-08T20:33:30Z
17537,Fort Fairfield HS,Katahdin High School,31.0,46.0,2026-02-08T20:33:30Z
20497,Ashland District,Katahdin High School,28.0,36.0,2026-02-08T20:33:30Z
20503,Katahdin High School,Ashland District,31.0,24.0,2026-02-08T20:33:30Z
17559,Katahdin High School,Fort Fairfield HS,52.0,23.0,2026-02-08T20:33:30Z
12765,Biddeford,Kennebunk High School,46.0,65.0,2026-02-08T20:33:30Z
12771,Cheverus,Kennebunk High School,43.0,58.0,2026-02-08T20:33:30Z
12775,Kennebunk High School,Gorham,64.0,53.0,2026-02-08T20:33:30Z
12777,Kennebunk High School,Bonny Eagle,60.0,48.0,2026-02-08T20:33:30Z
12788,Kennebunk High School,Falmouth,59.0,48.0,2026-02-08T20:33:30Z
12792,Kennebunk High School,Biddeford,47.0,39.0,2026-02-08T20:33:30Z
12840,Kennebunk High School,Biddeford,23.0,43.0,2026-02-08T20:33:30Z
12847,Kennebunk High School,Cheverus,33.0,75.0,2026-02-08T20:33:30Z
12852,Gorham,Kennebunk High School,53.0,51.0,2026-02-08T20:33:30Z
12855,Bonny Eagle,Kennebunk High School,35.0,50.0,2026-02-08T20:33:30Z
12867,Deering,Kennebunk High School,44.0,53.0,2026-02-08T20:33:30Z
12869,Falmouth,Kennebunk High School,37.0,57.0,2026-02-08T20:33:30Z
13472,Lake Region High School,Gray-New Gloucester,57.0,52.0,2026-02-08T20:33:30Z
9149,Cape Elizabeth,Lake Region High School,48.0,71.0,2026-02-08T20:33:30Z
9844,Freeport,Lake Region High School,43.0,57.0,2026-02-08T20:33:30Z
9323,Fryeburg Academy,Lake Region High School,43.0,61.0,2026-02-08T20:33:30Z
19227,Lake Region High School,Greely,66.0,57.0,2026-02-08T20:33:30Z
19235,Lake Region High School,Freeport,60.0,39.0,2026-02-08T20:33:30Z
13524,Gray-New Gloucester,Lake Region High School,56.0,50.0,2026-02-08T20:33:30Z
19240,Lake Region High School,Cape Elizabeth,56.0,54.0,2026-02-08T20:33:30Z
9337,Lake Region High School,Fryeburg Academy,74.0,29.0,2026-02-08T20:33:30Z
19202,Greely,Lake Region High School,52.0,63.0,2026-02-08T20:33:30Z
19155,Lake Region High School,Freeport,45.0,42.0,2026-02-08T20:33:30Z
13645,Gray-New Gloucester,Lake Region High School,68.0,25.0,2026-02-08T20:33:30Z
18958,Lake Region High School,Cape Elizabeth,29.0,45.0,2026-02-08T20:33:30Z
9359,Fryeburg Academy,Lake Region High School,36.0,41.0,2026-02-08T20:33:30Z
19163,Greely,Lake Region High School,39.0,31.0,2026-02-08T20:33:30Z
9798,Freeport,Lake Region High School,48.0,35.0,2026-02-08T20:33:30Z
13674,Lake Region High School,Gray-New Gloucester,35.0,73.0,2026-02-08T20:33:30Z
9198,Cape Elizabeth,Lake Region High School,34.0,44.0,2026-02-08T20:33:30Z
9371,Lake Region High School,Fryeburg Academy,46.0,37.0,2026-02-08T20:33:30Z
19171,Lake Region High School,Greely,31.0,47.0,2026-02-08T20:33:30Z
18471,Lawrence High School,Erskine Academy,47.0,61.0,2026-02-08T20:33:30Z
18469,Hampden Academy,Lawrence High School,55.0,45.0,2026-02-08T20:33:30Z
12570,Gardiner Area,Lawrence High School,57.0,55.0,2026-02-08T20:33:30Z
12572,Lawrence High School,Gardiner Area,43.0,53.0,2026-02-08T20:33:30Z
18200,Lawrence High School,Cony HS,61.0,67.0,2026-02-08T20:33:30Z
13005,Lawrence High School,Hermon,32.0,51.0,2026-02-08T20:33:30Z
18182,Cony HS,Lawrence High School,78.0,53.0,2026-02-08T20:33:30Z
11155,Belfast Area,Lawrence High School,66.0,59.0,2026-02-08T20:33:30Z
20172,Erskine Academy,Lawrence High School,72.0,70.0,2026-02-08T20:33:30Z
20176,Erskine Academy,Lawrence High School,41.0,68.0,2026-02-08T20:33:30Z
22555,Lawrence High School,Hampden Academy,45.0,56.0,2026-02-08T20:33:30Z
12675,Lawrence High School,Gardiner Area,50.0,55.0,2026-02-08T20:33:30Z
12679,Gardiner Area,Lawrence High School,74.0,60.0,2026-02-08T20:33:30Z
18220,Lawrence High School,Cony HS,53.0,37.0,2026-02-08T20:33:30Z
13397,Hermon,Lawrence High School,49.0,53.0,2026-02-08T20:33:30Z
18224,Cony HS,Lawrence High School,60.0,49.0,2026-02-08T20:33:30Z
11060,Lawrence High School,Belfast Area,94.0,43.0,2026-02-08T20:33:30Z
20182,Lawrence High School,Erskine Academy,68.0,48.0,2026-02-08T20:33:30Z
13363,Leavitt Area High School,Gray-New Gloucester,68.0,62.0,2026-02-08T20:33:30Z
17960,Cony HS,Leavitt Area High School,94.0,75.0,2026-02-08T20:33:30Z
12562,Gardiner Area,Leavitt Area High School,64.0,55.0,2026-02-08T20:33:30Z
19714,Greely,Leavitt Area High School,42.0,61.0,2026-02-08T20:33:30Z
12578,Leavitt Area High School,Gardiner Area,40.0,58.0,2026-02-08T20:33:30Z
18187,Leavitt Area High School,Cony HS,62.0,65.0,2026-02-08T20:33:30Z
13631,Gray-New Gloucester,Leavitt Area High School,62.0,13.0,2026-02-08T20:33:30Z
18208,Leavitt Area High School,Cony HS,30.0,66.0,2026-02-08T20:33:30Z
12666,Leavitt Area High School,Gardiner Area,22.0,53.0,2026-02-08T20:33:30Z
20449,Leavitt Area High School,Greely,17.0,53.0,2026-02-08T20:33:30Z
12684,Gardiner Area,Leavitt Area High School,58.0,19.0,2026-02-08T20:33:30Z
23006,Cony HS,Leavitt Area High School,54.0,31.0,2026-02-08T20:33:30Z
21125,Jonesport-Beals,Lee Academy,71.0,46.0,2026-02-08T20:33:30Z
21529,Lee Academy,Katahdin HS,40.0,61.0,2026-02-08T20:33:30Z
21139,Lee Academy,Jonesport-Beals,39.0,63.0,2026-02-08T20:33:30Z
21533,Lee Academy,Katahdin HS,39.0,53.0,2026-02-08T20:33:30Z
21147,Jonesport-Beals,Lee Academy,54.0,40.0,2026-02-08T20:33:30Z
21170,Lee Academy,Jonesport-Beals,43.0,50.0,2026-02-08T20:33:30Z
20862,Lewiston High School,Brewer,56.0,39.0,2026-02-08T20:33:30Z
20866,Lewiston High School,Hampden Academy,48.0,46.0,2026-02-08T20:33:30Z
19037,Lewiston High School,Brunswick,53.0,64.0,2026-02-08T20:33:30Z
11552,Lewiston High School,Bangor,64.0,59.0,2026-02-08T20:33:30Z
20710,Lewiston High School,Greely,61.0,40.0,2026-02-08T20:33:30Z
13502,Gray-New Gloucester,Lewiston High School,62.0,65.0,2026-02-08T20:33:30Z
19132,Lewiston High School,Edward Little,48.0,46.0,2026-02-08T20:33:30Z
11560,Bangor,Lewiston High School,69.0,44.0,2026-02-08T20:33:30Z
11798,Camden Hills Regional,Lewiston High School,72.0,51.0,2026-02-08T20:33:30Z
19148,Edward Little,Lewiston High School,54.0,35.0,2026-02-08T20:33:30Z
18613,Brewer,Lewiston High School,45.0,36.0,2026-02-08T20:33:30Z
20873,Hampden Academy,Lewiston High School,45.0,27.0,2026-02-08T20:33:30Z
10817,Brunswick,Lewiston High School,48.0,57.0,2026-02-08T20:33:30Z
11587,Bangor,Lewiston High School,56.0,33.0,2026-02-08T20:33:30Z
20722,Greely,Lewiston High School,34.0,36.0,2026-02-08T20:33:30Z
13670,Lewiston High School,Gray-New Gloucester,32.0,56.0,2026-02-08T20:33:30Z
19331,Edward Little,Lewiston High School,49.0,44.0,2026-02-08T20:33:30Z
11613,Lewiston High School,Bangor,38.0,57.0,2026-02-08T20:33:30Z
20879,Lewiston High School,Camden Hills Regional,29.0,66.0,2026-02-08T20:33:30Z
19341,Lewiston High School,Edward Little,35.0,47.0,2026-02-08T20:33:30Z
10259,Leavitt Area,Lincoln Academy,66.0,60.0,2026-02-08T20:33:30Z
22239,Erskine Academy,Lincoln Academy,55.0,44.0,2026-02-08T20:33:30Z
17448,Lincoln Academy,Cape Elizabeth,62.0,39.0,2026-02-08T20:33:30Z
11182,Lincoln Academy,Belfast Area,54.0,71.0,2026-02-08T20:33:30Z
12566,Lincoln Academy,Gardiner Area,55.0,56.0,2026-02-08T20:33:30Z
17454,Lincoln Academy,Leavitt Area,52.0,46.0,2026-02-08T20:33:30Z
9904,Freeport,Lincoln Academy,53.0,47.0,2026-02-08T20:33:30Z
17456,Lincoln Academy,Erskine Academy,63.0,73.0,2026-02-08T20:33:30Z
20443,Leavitt Area,Lincoln Academy,46.0,37.0,2026-02-08T20:33:30Z
17436,Lincoln Academy,Erskine Academy,49.0,67.0,2026-02-08T20:33:30Z
9186,Cape Elizabeth,Lincoln Academy,50.0,42.0,2026-02-08T20:33:30Z
11013,Belfast Area,Lincoln Academy,49.0,45.0,2026-02-08T20:33:30Z
12671,Gardiner Area,Lincoln Academy,68.0,27.0,2026-02-08T20:33:30Z
22557,Lincoln Academy,Leavitt Area,32.0,39.0,2026-02-08T20:33:30Z
17444,Lincoln Academy,Freeport,34.0,37.0,2026-02-08T20:33:30Z
20956,Erskine Academy,Lincoln Academy,60.0,28.0,2026-02-08T20:33:30Z
18855,Boothbay Region,Lisbon High School,54.0,58.0,2026-02-08T20:33:30Z
19062,Lisbon High School,Dirigo,52.0,60.0,2026-02-08T20:33:30Z
10543,Madison Area Memorial Senior,Lisbon High School,78.0,51.0,2026-02-08T20:33:30Z
19071,Lisbon High School,Hall-Dale HS,37.0,73.0,2026-02-08T20:33:30Z
19137,Lisbon High School,Boothbay Region,33.0,54.0,2026-02-08T20:33:30Z
21710,Dirigo,Lisbon High School,64.0,22.0,2026-02-08T20:33:30Z
19365,Lisbon High School,Madison Area Memorial Senior,28.0,61.0,2026-02-08T20:33:30Z
21806,Hall-Dale HS,Lisbon High School,46.0,31.0,2026-02-08T20:33:30Z
13043,Machias Memorial High School,Deer Isle-Stonington,101.0,23.0,2026-02-08T20:33:30Z
10679,Bangor Christian,Machias Memorial High School,44.0,57.0,2026-02-08T20:33:30Z
11674,Calais,Machias Memorial High School,32.0,51.0,2026-02-08T20:33:30Z
18265,Machias Memorial High School,Fort Kent Community,60.0,41.0,2026-02-08T20:33:30Z
18477,Machias Memorial High School,Bangor Christian,55.0,34.0,2026-02-08T20:33:30Z
13190,Deer Isle-Stonington,Machias Memorial High School,10.0,81.0,2026-02-08T20:33:30Z
18479,Machias Memorial High School,Calais,59.0,36.0,2026-02-08T20:33:30Z
18481,Machias Memorial High School,Jonesport-Beals,73.0,32.0,2026-02-08T20:33:30Z
18482,Jonesport-Beals,Machias Memorial High School,41.0,69.0,2026-02-08T20:33:30Z
18484,Fort Kent Community,Machias Memorial High School,67.0,61.0,2026-02-08T20:33:30Z
13133,Machias Memorial High School,Deer Isle-Stonington,50.0,35.0,2026-02-08T20:33:30Z
10661,Bangor Christian,Machias Memorial High School,70.0,46.0,2026-02-08T20:33:30Z
18486,Machias Memorial High School,Fort Kent Community,71.0,27.0,2026-02-08T20:33:30Z
18488,Machias Memorial High School,Bangor Christian,44.0,70.0,2026-02-08T20:33:30Z
13158,Deer Isle-Stonington,Machias Memorial High School,28.0,61.0,2026-02-08T20:33:30Z
16263,Calais,Machias Memorial High School,31.0,57.0,2026-02-08T20:33:30Z
18490,Jonesport-Beals,Machias Memorial High School,43.0,62.0,2026-02-08T20:33:30Z
18492,Machias Memorial High School,Jonesport-Beals,87.0,55.0,2026-02-08T20:33:30Z
18494,Machias Memorial High School,Calais,58.0,35.0,2026-02-08T20:33:30Z
18496,Fort Kent Community,Machias Memorial High School,26.0,83.0,2026-02-08T20:33:30Z
17467,Central Aroostook Sr,Madawaska High School,55.0,67.0,2026-02-08T20:33:30Z
17473,Easton Senior,Madawaska High School,45.0,70.0,2026-02-08T20:33:30Z
17475,Fort Fairfield HS,Madawaska High School,47.0,46.0,2026-02-08T20:33:30Z
17477,Madawaska High School,Hodgdon HS,56.0,44.0,2026-02-08T20:33:30Z
17479,Madawaska High School,Katahdin HS,78.0,47.0,2026-02-08T20:33:30Z
17481,Fort Kent Community,Madawaska High School,62.0,59.0,2026-02-08T20:33:30Z
17487,Madawaska High School,Central Aroostook Sr,49.0,37.0,2026-02-08T20:33:30Z
17489,Katahdin HS,Madawaska High School,31.0,68.0,2026-02-08T20:33:30Z
17493,Madawaska High School,Fort Fairfield HS,56.0,51.0,2026-02-08T20:33:30Z
17495,Madawaska High School,Easton Senior,70.0,52.0,2026-02-08T20:33:30Z
17497,Hodgdon HS,Madawaska High School,49.0,41.0,2026-02-08T20:33:30Z
17499,Madawaska High School,Fort Kent Community,57.0,53.0,2026-02-08T20:33:30Z
17833,Central Aroostook Sr,Madawaska High School,55.0,26.0,2026-02-08T20:33:30Z
17839,Easton Senior,Madawaska High School,29.0,28.0,2026-02-08T20:33:30Z
17543,Fort Fairfield HS,Madawaska High School,43.0,17.0,2026-02-08T20:33:30Z
17841,Madawaska High School,Hodgdon HS,30.0,45.0,2026-02-08T20:33:30Z
17843,Madawaska High School,Katahdin HS,7.0,50.0,2026-02-08T20:33:30Z
17846,Fort Kent Community,Madawaska High School,35.0,15.0,2026-02-08T20:33:30Z
17852,Madawaska High School,Central Aroostook Sr,13.0,58.0,2026-02-08T20:33:30Z
17854,Katahdin HS,Madawaska High School,52.0,22.0,2026-02-08T20:33:30Z
17562,Madawaska High School,Fort Fairfield HS,59.0,58.0,2026-02-08T20:33:30Z
17856,Madawaska High School,Easton Senior,48.0,20.0,2026-02-08T20:33:30Z
17858,Hodgdon HS,Madawaska High School,50.0,51.0,2026-02-08T20:33:30Z
17860,Madawaska High School,Fort Kent Community,37.0,39.0,2026-02-08T20:33:30Z
15529,Central,Maine Central Institute,69.0,64.0,2026-02-08T20:33:30Z
18962,Bucksport,Maine Central Institute,42.0,46.0,2026-02-08T20:33:30Z
12106,Maine Central Institute,Foxcroft Academy,37.0,58.0,2026-02-08T20:33:30Z
12108,Maine Central Institute,Erskine Academy,34.0,50.0,2026-02-08T20:33:30Z
11178,Maine Central Institute,Belfast Area,42.0,59.0,2026-02-08T20:33:30Z
12115,Maine Central Institute,Bucksport,36.0,50.0,2026-02-08T20:33:30Z
12117,Maine Central Institute,Central,50.0,44.0,2026-02-08T20:33:30Z
22273,Erskine Academy,Maine Central Institute,76.0,29.0,2026-02-08T20:33:30Z
21879,Foxcroft Academy,Maine Central Institute,73.0,30.0,2026-02-08T20:33:30Z
12164,Maine Central Institute,Central,24.0,26.0,2026-02-08T20:33:30Z
12166,Maine Central Institute,Bucksport,29.0,32.0,2026-02-08T20:33:30Z
12168,Maine Central Institute,Foxcroft Academy,16.0,51.0,2026-02-08T20:33:30Z
20952,Erskine Academy,Maine Central Institute,82.0,28.0,2026-02-08T20:33:30Z
11016,Belfast Area,Maine Central Institute,47.0,34.0,2026-02-08T20:33:30Z
19628,Bucksport,Maine Central Institute,46.0,32.0,2026-02-08T20:33:30Z
15587,Central,Maine Central Institute,24.0,28.0,2026-02-08T20:33:30Z
12176,Maine Central Institute,Erskine Academy,24.0,63.0,2026-02-08T20:33:30Z
21923,Foxcroft Academy,Maine Central Institute,33.0,12.0,2026-02-08T20:33:30Z
17796,Dirigo,Maranacook Community High School,66.0,69.0,2026-02-08T20:33:30Z
17798,Cony HS,Maranacook Community High School,96.0,74.0,2026-02-08T20:33:30Z
10092,Maranacook Community High School,Leavitt Area,50.0,63.0,2026-02-08T20:33:30Z
10094,Maranacook Community High School,Boothbay Region,65.0,44.0,2026-02-08T20:33:30Z
17802,Lisbon,Maranacook Community High School,48.0,57.0,2026-02-08T20:33:30Z
10096,Maranacook Community High School,Lisbon,99.0,59.0,2026-02-08T20:33:30Z
17805,Hall-Dale HS,Maranacook Community High School,50.0,54.0,2026-02-08T20:33:30Z
10100,Maranacook Community High School,Madison Area Memorial Senior,53.0,43.0,2026-02-08T20:33:30Z
10070,Maranacook Community High School,Dirigo,57.0,50.0,2026-02-08T20:33:30Z
10074,Maranacook Community High School,Cony HS,32.0,49.0,2026-02-08T20:33:30Z
17788,Leavitt Area,Maranacook Community High School,31.0,46.0,2026-02-08T20:33:30Z
18233,Boothbay Region,Maranacook Community High School,24.0,62.0,2026-02-08T20:33:30Z
10078,Maranacook Community High School,Lisbon,72.0,16.0,2026-02-08T20:33:30Z
19394,Lisbon,Maranacook Community High School,20.0,79.0,2026-02-08T20:33:30Z
10529,Madison Area Memorial Senior,Maranacook Community High School,27.0,58.0,2026-02-08T20:33:30Z
10080,Maranacook Community High School,Hall-Dale HS,51.0,34.0,2026-02-08T20:33:30Z
16009,Deering,Marshwood High School,66.0,45.0,2026-02-08T20:33:30Z
15141,Biddeford,Marshwood High School,54.0,49.0,2026-02-08T20:33:30Z
18314,Falmouth,Marshwood High School,56.0,21.0,2026-02-08T20:33:30Z
14358,Marshwood High School,Bonny Eagle,29.0,48.0,2026-02-08T20:33:30Z
14362,Marshwood High School,Gorham,51.0,64.0,2026-02-08T20:33:30Z
12796,Kennebunk,Marshwood High School,49.0,31.0,2026-02-08T20:33:30Z
14737,Marshwood High School,Deering,56.0,48.0,2026-02-08T20:33:30Z
14740,Marshwood High School,Biddeford,28.0,54.0,2026-02-08T20:33:30Z
14742,Marshwood High School,Falmouth,51.0,31.0,2026-02-08T20:33:30Z
13333,Cheverus,Marshwood High School,74.0,46.0,2026-02-08T20:33:30Z
14202,Bonny Eagle,Marshwood High School,28.0,57.0,2026-02-08T20:33:30Z
17242,Gorham,Marshwood High School,52.0,56.0,2026-02-08T20:33:30Z
12880,Marshwood High School,Kennebunk,51.0,22.0,2026-02-08T20:33:30Z
14346,Marshwood,Massabesic High School,56.0,51.0,2026-02-08T20:33:30Z
17162,Gorham,Massabesic High School,77.0,42.0,2026-02-08T20:33:30Z
12773,Kennebunk,Massabesic High School,76.0,60.0,2026-02-08T20:33:30Z
18312,Massabesic High School,Falmouth,32.0,86.0,2026-02-08T20:33:30Z
15149,Biddeford,Massabesic High School,60.0,55.0,2026-02-08T20:33:30Z
19348,Massabesic High School,Cheverus,47.0,90.0,2026-02-08T20:33:30Z
16034,Massabesic High School,Deering,47.0,91.0,2026-02-08T20:33:30Z
12786,Massabesic High School,Kennebunk,24.0,66.0,2026-02-08T20:33:30Z
21567,Massabesic High School,Marshwood,46.0,42.0,2026-02-08T20:33:30Z
14188,Bonny Eagle,Massabesic High School,75.0,32.0,2026-02-08T20:33:30Z
21611,Massabesic High School,Marshwood,36.0,60.0,2026-02-08T20:33:30Z
17233,Gorham,Massabesic High School,48.0,28.0,2026-02-08T20:33:30Z
12849,Massabesic High School,Kennebunk,30.0,50.0,2026-02-08T20:33:30Z
18324,Falmouth,Massabesic High School,27.0,42.0,2026-02-08T20:33:30Z
15175,Massabesic High School,Biddeford,24.0,56.0,2026-02-08T20:33:30Z
13335,Cheverus,Massabesic High School,66.0,35.0,2026-02-08T20:33:30Z
16044,Massabesic High School,Deering,51.0,48.0,2026-02-08T20:33:30Z
14748,Marshwood,Massabesic High School,63.0,30.0,2026-02-08T20:33:30Z
23047,Massabesic High School,Bonny Eagle,48.0,26.0,2026-02-08T20:33:30Z
16500,Mattanawcook Academy,Dexter Regional,67.0,35.0,2026-02-08T20:33:30Z
11668,Calais,Mattanawcook Academy,50.0,79.0,2026-02-08T20:33:30Z
16733,Mattanawcook Academy,Houlton HS,105.0,31.0,2026-02-08T20:33:30Z
16544,Dexter Regional,Mattanawcook Academy,30.0,88.0,2026-02-08T20:33:30Z
16740,Mattanawcook Academy,Caribou,76.0,78.0,2026-02-08T20:33:30Z
16746,George Stevens Academy,Mattanawcook Academy,58.0,72.0,2026-02-08T20:33:30Z
16750,Fort Kent Community,Mattanawcook Academy,70.0,69.0,2026-02-08T20:33:30Z
16754,Caribou,Mattanawcook Academy,70.0,51.0,2026-02-08T20:33:30Z
16760,Houlton HS,Mattanawcook Academy,43.0,115.0,2026-02-08T20:33:30Z
16762,Mattanawcook Academy,Calais,80.0,51.0,2026-02-08T20:33:30Z
16770,Mattanawcook Academy,George Stevens Academy,83.0,43.0,2026-02-08T20:33:30Z
16780,Mattanawcook Academy,Fort Kent Community,65.0,63.0,2026-02-08T20:33:30Z
16631,Mattanawcook Academy,Dexter Regional,41.0,24.0,2026-02-08T20:33:30Z
16251,Calais,Mattanawcook Academy,30.0,62.0,2026-02-08T20:33:30Z
16885,Houlton HS,Mattanawcook Academy,22.0,83.0,2026-02-08T20:33:30Z
16829,George Stevens Academy,Mattanawcook Academy,39.0,75.0,2026-02-08T20:33:30Z
16911,Fort Kent Community,Mattanawcook Academy,19.0,95.0,2026-02-08T20:33:30Z
16915,Caribou,Mattanawcook Academy,39.0,69.0,2026-02-08T20:33:30Z
16923,Mattanawcook Academy,George Stevens Academy,67.0,42.0,2026-02-08T20:33:30Z
16939,Mattanawcook Academy,Houlton HS,72.0,28.0,2026-02-08T20:33:30Z
16941,Mattanawcook Academy,Calais,75.0,22.0,2026-02-08T20:33:30Z
16943,Mattanawcook Academy,Caribou,61.0,42.0,2026-02-08T20:33:30Z
16809,Dexter Regional,Mattanawcook Academy,32.0,43.0,2026-02-08T20:33:30Z
23152,Mattanawcook Academy,Fort Kent Community,97.0,22.0,2026-02-08T20:33:30Z
13960,Erskine Academy,Medomak Valley High School,47.0,68.0,2026-02-08T20:33:30Z
13376,Gray-New Gloucester,Medomak Valley High School,59.0,63.0,2026-02-08T20:33:30Z
13958,Medomak Valley High School,Camden Hills Regional,50.0,65.0,2026-02-08T20:33:30Z
13966,Medomak Valley High School,Lawrence,81.0,48.0,2026-02-08T20:33:30Z
13968,Cony HS,Medomak Valley High School,95.0,89.0,2026-02-08T20:33:30Z
13972,Medomak Valley High School,Cony HS,75.0,79.0,2026-02-08T20:33:30Z
11166,Belfast Area,Medomak Valley High School,59.0,84.0,2026-02-08T20:33:30Z
12119,Maine Central Institute,Medomak Valley High School,26.0,63.0,2026-02-08T20:33:30Z
13962,Lincoln Academy,Medomak Valley High School,63.0,79.0,2026-02-08T20:33:30Z
13974,Medomak Valley High School,Erskine Academy,78.0,53.0,2026-02-08T20:33:30Z
13976,Medomak Valley High School,Lincoln Academy,58.0,51.0,2026-02-08T20:33:30Z
13980,Medomak Valley High School,Leavitt Area,44.0,43.0,2026-02-08T20:33:30Z
12582,Gardiner Area,Medomak Valley High School,56.0,58.0,2026-02-08T20:33:30Z
13986,Medomak Valley High School,Erskine Academy,53.0,40.0,2026-02-08T20:33:30Z
13636,Medomak Valley High School,Gray-New Gloucester,36.0,48.0,2026-02-08T20:33:30Z
11847,Camden Hills Regional,Medomak Valley High School,45.0,27.0,2026-02-08T20:33:30Z
13994,Lawrence,Medomak Valley High School,65.0,43.0,2026-02-08T20:33:30Z
13996,Medomak Valley High School,Cony HS,36.0,57.0,2026-02-08T20:33:30Z
14000,Cony HS,Medomak Valley High School,52.0,40.0,2026-02-08T20:33:30Z
11041,Medomak Valley High School,Belfast Area,41.0,28.0,2026-02-08T20:33:30Z
14002,Medomak Valley High School,Maine Central Institute,45.0,23.0,2026-02-08T20:33:30Z
22553,Lincoln Academy,Medomak Valley High School,35.0,37.0,2026-02-08T20:33:30Z
14004,Erskine Academy,Medomak Valley High School,45.0,44.0,2026-02-08T20:33:30Z
14006,Medomak Valley High School,Lincoln Academy,34.0,36.0,2026-02-08T20:33:30Z
20465,Leavitt Area,Medomak Valley High School,53.0,29.0,2026-02-08T20:33:30Z
12688,Medomak Valley High School,Gardiner Area,32.0,70.0,2026-02-08T20:33:30Z
11459,Bangor,Messalonskee High School,75.0,57.0,2026-02-08T20:33:30Z
18456,Messalonskee High School,Lawrence,59.0,54.0,2026-02-08T20:33:30Z
10739,Brunswick,Messalonskee High School,64.0,30.0,2026-02-08T20:33:30Z
18685,Messalonskee High School,Hampden Academy,38.0,75.0,2026-02-08T20:33:30Z
18198,Messalonskee High School,Cony HS,52.0,74.0,2026-02-08T20:33:30Z
18705,Messalonskee High School,Edward Little,45.0,56.0,2026-02-08T20:33:30Z
20864,Lewiston,Messalonskee High School,70.0,44.0,2026-02-08T20:33:30Z
22933,John Bapst Memorial,Messalonskee High School,47.0,45.0,2026-02-08T20:33:30Z
18707,Messalonskee High School,Lewiston,50.0,42.0,2026-02-08T20:33:30Z
18709,Messalonskee High School,Brewer,52.0,58.0,2026-02-08T20:33:30Z
20109,Lawrence,Messalonskee High School,68.0,83.0,2026-02-08T20:33:30Z
