GameID,HomeTeam,AwayTeam,HomeScore,AwayScore,ScoresScrapedAt
11800,Camden Hills Regional,Messalonskee High School,89.0,51.0,2026-02-08T20:33:30Z
11575,Messalonskee High School,Bangor,39.0,68.0,2026-02-08T20:33:30Z
15049,Messalonskee High School,Lawrence,24.0,59.0,2026-02-08T20:33:30Z
18761,Messalonskee High School,Brunswick,39.0,41.0,2026-02-08T20:33:30Z
21455,Hampden Academy,Messalonskee High School,77.0,31.0,2026-02-08T20:33:30Z
18212,Cony HS,Messalonskee High School,53.0,50.0,2026-02-08T20:33:30Z
18767,Messalonskee High School,John Bapst Memorial,47.0,53.0,2026-02-08T20:33:30Z
19321,Messalonskee High School,Edward Little,52.0,80.0,2026-02-08T20:33:30Z
18763,Messalonskee High School,Lewiston,38.0,47.0,2026-02-08T20:33:30Z
20877,Lewiston,Messalonskee High School,68.0,36.0,2026-02-08T20:33:30Z
18625,Brewer,Messalonskee High School,47.0,43.0,2026-02-08T20:33:30Z
20178,Lawrence,Messalonskee High School,63.0,46.0,2026-02-08T20:33:30Z
18769,Messalonskee High School,Camden Hills Regional,41.0,67.0,2026-02-08T20:33:30Z
10535,Madison Area Memorial Senior,Monmouth Academy,54.0,43.0,2026-02-08T20:33:30Z
17792,Monmouth Academy,Maranacook Community,50.0,57.0,2026-02-08T20:33:30Z
13706,Buckfield HS,Monmouth Academy,35.0,68.0,2026-02-08T20:33:30Z
19678,Hall-Dale HS,Monmouth Academy,67.0,58.0,2026-02-08T20:33:30Z
19680,Monmouth Academy,Dirigo,51.0,47.0,2026-02-08T20:33:30Z
18888,Boothbay Region,Monmouth Academy,33.0,61.0,2026-02-08T20:33:30Z
19682,Monmouth Academy,Madison Area Memorial Senior,54.0,43.0,2026-02-08T20:33:30Z
19684,Monmouth Academy,Lisbon,79.0,49.0,2026-02-08T20:33:30Z
19688,Monmouth Academy,Madison Area Memorial Senior,30.0,19.0,2026-02-08T20:33:30Z
10064,Maranacook Community,Monmouth Academy,48.0,29.0,2026-02-08T20:33:30Z
13741,Buckfield HS,Monmouth Academy,39.0,31.0,2026-02-08T20:33:30Z
19696,Monmouth Academy,Hall-Dale HS,48.0,28.0,2026-02-08T20:33:30Z
19698,Dirigo,Monmouth Academy,30.0,34.0,2026-02-08T20:33:30Z
19702,Monmouth Academy,Boothbay Region,43.0,37.0,2026-02-08T20:33:30Z
10533,Madison Area Memorial Senior,Monmouth Academy,32.0,46.0,2026-02-08T20:33:30Z
19403,Lisbon,Monmouth Academy,20.0,57.0,2026-02-08T20:33:30Z
12285,Lincoln Academy,Morse High School,60.0,41.0,2026-02-08T20:33:30Z
12287,Morse High School,Medomak Valley,27.0,73.0,2026-02-08T20:33:30Z
12292,Morse High School,Brunswick,45.0,57.0,2026-02-08T20:33:30Z
12294,Erskine Academy,Morse High School,61.0,44.0,2026-02-08T20:33:30Z
12296,Greely,Morse High School,53.0,56.0,2026-02-08T20:33:30Z
12298,Morse High School,Freeport,50.0,38.0,2026-02-08T20:33:30Z
12302,Lawrence,Morse High School,66.0,53.0,2026-02-08T20:33:30Z
12304,Medomak Valley,Morse High School,66.0,35.0,2026-02-08T20:33:30Z
12307,Morse High School,Lincoln Academy,45.0,49.0,2026-02-08T20:33:30Z
12313,Leavitt Area,Morse High School,56.0,46.0,2026-02-08T20:33:30Z
12124,Maine Central Institute,Morse High School,45.0,33.0,2026-02-08T20:33:30Z
16292,Morse High School,Lincoln Academy,35.0,48.0,2026-02-08T20:33:30Z
16294,Medomak Valley,Morse High School,34.0,25.0,2026-02-08T20:33:30Z
10821,Brunswick,Morse High School,61.0,31.0,2026-02-08T20:33:30Z
16300,Morse High School,Erskine Academy,43.0,57.0,2026-02-08T20:33:30Z
16303,Morse High School,Greely,35.0,59.0,2026-02-08T20:33:30Z
9796,Freeport,Morse High School,39.0,44.0,2026-02-08T20:33:30Z
16306,Morse High School,Lawrence,22.0,48.0,2026-02-08T20:33:30Z
13998,Morse High School,Medomak Valley,27.0,44.0,2026-02-08T20:33:30Z
16328,Lincoln Academy,Morse High School,51.0,29.0,2026-02-08T20:33:30Z
16358,Morse High School,Leavitt Area,28.0,40.0,2026-02-08T20:33:30Z
16360,Morse High School,Maine Central Institute,47.0,41.0,2026-02-08T20:33:30Z
11139,Mount Desert Island High School,Belfast Area,73.0,48.0,2026-02-08T20:33:30Z
11455,Mount Desert Island High School,Bangor,63.0,51.0,2026-02-08T20:33:30Z
12614,Mount Desert Island High School,Hermon,84.0,92.0,2026-02-08T20:33:30Z
19643,John Bapst Memorial,Mount Desert Island High School,57.0,61.0,2026-02-08T20:33:30Z
18646,Brewer,Mount Desert Island High School,41.0,68.0,2026-02-08T20:33:30Z
11172,Belfast Area,Mount Desert Island High School,55.0,75.0,2026-02-08T20:33:30Z
19649,Mount Desert Island High School,Ellsworth,78.0,67.0,2026-02-08T20:33:30Z
19646,Mount Desert Island High School,Hampden Academy,57.0,54.0,2026-02-08T20:33:30Z
13009,Hermon,Mount Desert Island High School,58.0,49.0,2026-02-08T20:33:30Z
21428,Mount Desert Island High School,John Bapst Memorial,86.0,63.0,2026-02-08T20:33:30Z
21340,Ellsworth,Mount Desert Island High School,71.0,69.0,2026-02-08T20:33:30Z
10999,Belfast Area,Mount Desert Island High School,27.0,58.0,2026-02-08T20:33:30Z
11577,Bangor,Mount Desert Island High School,50.0,33.0,2026-02-08T20:33:30Z
13354,Mount Desert Island High School,Hermon,39.0,35.0,2026-02-08T20:33:30Z
21432,Mount Desert Island High School,Brewer,62.0,42.0,2026-02-08T20:33:30Z
21434,John Bapst Memorial,Mount Desert Island High School,43.0,51.0,2026-02-08T20:33:30Z
21438,Hampden Academy,Mount Desert Island High School,54.0,26.0,2026-02-08T20:33:30Z
11037,Mount Desert Island High School,Belfast Area,77.0,38.0,2026-02-08T20:33:30Z
21355,Mount Desert Island High School,Ellsworth,63.0,53.0,2026-02-08T20:33:30Z
13401,Hermon,Mount Desert Island High School,50.0,56.0,2026-02-08T20:33:30Z
21444,Mount Desert Island High School,John Bapst Memorial,61.0,64.0,2026-02-08T20:33:30Z
21363,Ellsworth,Mount Desert Island High School,46.0,51.0,2026-02-08T20:33:30Z
18953,Mount View High School,Bucksport,67.0,31.0,2026-02-08T20:33:30Z
17794,Mount View High School,Maranacook Community,53.0,54.0,2026-02-08T20:33:30Z
11145,Mount View High School,Belfast Area,50.0,38.0,2026-02-08T20:33:30Z
12110,Maine Central Institute,Mount View High School,30.0,48.0,2026-02-08T20:33:30Z
11176,Belfast Area,Mount View High School,71.0,63.0,2026-02-08T20:33:30Z
19217,Hall-Dale HS,Mount View High School,54.0,57.0,2026-02-08T20:33:30Z
18988,Bucksport,Mount View High School,32.0,61.0,2026-02-08T20:33:30Z
19221,Mount View High School,Lincoln Academy,52.0,49.0,2026-02-08T20:33:30Z
19224,Mount View High School,Maine Central Institute,64.0,25.0,2026-02-08T20:33:30Z
10098,Maranacook Community,Mount View High School,63.0,60.0,2026-02-08T20:33:30Z
19233,Erskine Academy,Mount View High School,54.0,46.0,2026-02-08T20:33:30Z
19280,Bucksport,Mount View High School,24.0,68.0,2026-02-08T20:33:30Z
10066,Maranacook Community,Mount View High School,48.0,47.0,2026-02-08T20:33:30Z
11005,Mount View High School,Belfast Area,36.0,42.0,2026-02-08T20:33:30Z
12170,Maine Central Institute,Mount View High School,26.0,42.0,2026-02-08T20:33:30Z
11019,Belfast Area,Mount View High School,42.0,37.0,2026-02-08T20:33:30Z
19298,Mount View High School,Hall-Dale HS,68.0,29.0,2026-02-08T20:33:30Z
19309,Mount View High School,Bucksport,47.0,20.0,2026-02-08T20:33:30Z
17440,Lincoln Academy,Mount View High School,70.0,42.0,2026-02-08T20:33:30Z
19315,Mount View High School,Maine Central Institute,45.0,38.0,2026-02-08T20:33:30Z
17790,Mount View High School,Maranacook Community,32.0,47.0,2026-02-08T20:33:30Z
19322,Mount View High School,Erskine Academy,57.0,68.0,2026-02-08T20:33:30Z
18331,Dirigo,Mountain Valley High School,61.0,38.0,2026-02-08T20:33:30Z
12289,Mountain Valley High School,Morse,36.0,42.0,2026-02-08T20:33:30Z
17800,Mountain Valley High School,Maranacook Community,54.0,76.0,2026-02-08T20:33:30Z
18337,Mountain Valley High School,Madison Area Memorial Senior,54.0,75.0,2026-02-08T20:33:30Z
18341,Lisbon,Mountain Valley High School,53.0,44.0,2026-02-08T20:33:30Z
18343,Hall-Dale HS,Mountain Valley High School,70.0,51.0,2026-02-08T20:33:30Z
18345,Mountain Valley High School,Boothbay Region,45.0,59.0,2026-02-08T20:33:30Z
18347,Monmouth Academy,Mountain Valley High School,63.0,33.0,2026-02-08T20:33:30Z
18349,Mountain Valley High School,Hall-Dale HS,54.0,69.0,2026-02-08T20:33:30Z
10551,Madison Area Memorial Senior,Mountain Valley High School,54.0,45.0,2026-02-08T20:33:30Z
18351,Mountain Valley High School,Dirigo,30.0,54.0,2026-02-08T20:33:30Z
18353,Mountain Valley High School,Dirigo,20.0,64.0,2026-02-08T20:33:30Z
16296,Morse,Mountain Valley High School,55.0,11.0,2026-02-08T20:33:30Z
10076,Maranacook Community,Mountain Valley High School,51.0,13.0,2026-02-08T20:33:30Z
10525,Madison Area Memorial Senior,Mountain Valley High School,30.0,19.0,2026-02-08T20:33:30Z
18361,Mountain Valley High School,Lisbon,45.0,22.0,2026-02-08T20:33:30Z
18363,Mountain Valley High School,Hall-Dale HS,40.0,26.0,2026-02-08T20:33:30Z
18365,Boothbay Region,Mountain Valley High School,40.0,46.0,2026-02-08T20:33:30Z
18367,Mountain Valley High School,Monmouth Academy,31.0,52.0,2026-02-08T20:33:30Z
18369,Hall-Dale HS,Mountain Valley High School,49.0,29.0,2026-02-08T20:33:30Z
18371,Mountain Valley High School,Madison Area Memorial Senior,16.0,42.0,2026-02-08T20:33:30Z
18373,Dirigo,Mountain Valley High School,45.0,23.0,2026-02-08T20:33:30Z
18924,Monmouth Academy,Mount Abram High School,87.0,57.0,2026-02-08T20:33:30Z
10086,Maranacook Community,Mount Abram High School,76.0,64.0,2026-02-08T20:33:30Z
18926,Mount Abram High School,Hall-Dale HS,67.0,75.0,2026-02-08T20:33:30Z
10541,Madison Area Memorial Senior,Mount Abram High School,56.0,65.0,2026-02-08T20:33:30Z
13708,Mount Abram High School,Buckfield HS,99.0,37.0,2026-02-08T20:33:30Z
18938,Mount Abram High School,Boothbay Region,87.0,52.0,2026-02-08T20:33:30Z
18940,Lisbon,Mount Abram High School,37.0,82.0,2026-02-08T20:33:30Z
18339,Mountain Valley,Mount Abram High School,68.0,76.0,2026-02-08T20:33:30Z
18946,Mount Abram High School,Monmouth Academy,48.0,45.0,2026-02-08T20:33:30Z
18894,Boothbay Region,Mount Abram High School,54.0,64.0,2026-02-08T20:33:30Z
18956,Mount Abram High School,Dirigo,71.0,65.0,2026-02-08T20:33:30Z
19906,Mount Abram High School,Monmouth Academy,35.0,32.0,2026-02-08T20:33:30Z
17784,Mount Abram High School,Maranacook Community,23.0,29.0,2026-02-08T20:33:30Z
19908,Hall-Dale HS,Mount Abram High School,25.0,49.0,2026-02-08T20:33:30Z
19913,Mount Abram High School,Madison Area Memorial Senior,48.0,29.0,2026-02-08T20:33:30Z
13745,Mount Abram High School,Buckfield HS,38.0,30.0,2026-02-08T20:33:30Z
18923,Boothbay Region,Mount Abram High School,28.0,67.0,2026-02-08T20:33:30Z
19922,Mount Abram High School,Lisbon,63.0,24.0,2026-02-08T20:33:30Z
18359,Mount Abram High School,Mountain Valley,58.0,17.0,2026-02-08T20:33:30Z
19700,Monmouth Academy,Mount Abram High School,37.0,42.0,2026-02-08T20:33:30Z
19926,Mount Abram High School,Boothbay Region,77.0,28.0,2026-02-08T20:33:30Z
19943,Dirigo,Mount Abram High School,48.0,63.0,2026-02-08T20:33:30Z
11617,Mount Ararat High School,Lewiston,56.0,64.0,2026-02-08T20:33:30Z
11619,Cony HS,Mount Ararat High School,79.0,59.0,2026-02-08T20:33:30Z
9313,Mount Ararat High School,Fryeburg Academy,65.0,38.0,2026-02-08T20:33:30Z
11624,Edward Little,Mount Ararat High School,62.0,46.0,2026-02-08T20:33:30Z
11628,Mount Ararat High School,Gray-New Gloucester,62.0,51.0,2026-02-08T20:33:30Z
11636,Mount Ararat High School,Brunswick,43.0,61.0,2026-02-08T20:33:30Z
11558,Bangor,Mount Ararat High School,57.0,50.0,2026-02-08T20:33:30Z
18662,Brewer,Mount Ararat High School,57.0,38.0,2026-02-08T20:33:30Z
11640,Mount Ararat High School,Messalonskee,46.0,62.0,2026-02-08T20:33:30Z
11642,Mount Ararat High School,Camden Hills Regional,53.0,59.0,2026-02-08T20:33:30Z
11644,Hampden Academy,Mount Ararat High School,64.0,48.0,2026-02-08T20:33:30Z
11646,Mount Ararat High School,Edward Little,46.0,72.0,2026-02-08T20:33:30Z
10799,Brunswick,Mount Ararat High School,56.0,48.0,2026-02-08T20:33:30Z
12857,Lewiston,Mount Ararat High School,25.0,63.0,2026-02-08T20:33:30Z
12881,Mount Ararat High School,Cony HS,59.0,42.0,2026-02-08T20:33:30Z
9349,Fryeburg Academy,Mount Ararat High School,9.0,56.0,2026-02-08T20:33:30Z
12886,Mount Ararat High School,Edward Little,64.0,44.0,2026-02-08T20:33:30Z
13044,Gray-New Gloucester,Mount Ararat High School,48.0,47.0,2026-02-08T20:33:30Z
13050,Mount Ararat High School,Brunswick,61.0,19.0,2026-02-08T20:33:30Z
11595,Mount Ararat High School,Bangor,47.0,26.0,2026-02-08T20:33:30Z
13054,Mount Ararat High School,Brewer,47.0,21.0,2026-02-08T20:33:30Z
13057,Messalonskee,Mount Ararat High School,28.0,62.0,2026-02-08T20:33:30Z
11891,Camden Hills Regional,Mount Ararat High School,47.0,59.0,2026-02-08T20:33:30Z
13060,Mount Ararat High School,Hampden Academy,54.0,37.0,2026-02-08T20:33:30Z
13063,Edward Little,Mount Ararat High School,21.0,49.0,2026-02-08T20:33:30Z
10841,Brunswick,Mount Ararat High School,16.0,56.0,2026-02-08T20:33:30Z
18689,Messalonskee,Mount Blue High School,39.0,55.0,2026-02-08T20:33:30Z
14469,Mount Blue High School,Lewiston,47.0,40.0,2026-02-08T20:33:30Z
14479,Mount Blue High School,Edward Little,46.0,53.0,2026-02-08T20:33:30Z
11621,Mount Ararat,Mount Blue High School,27.0,48.0,2026-02-08T20:33:30Z
11784,Camden Hills Regional,Mount Blue High School,63.0,38.0,2026-02-08T20:33:30Z
18032,Leavitt Area,Mount Blue High School,54.0,40.0,2026-02-08T20:33:30Z
11630,Mount Blue High School,Mount Ararat,64.0,42.0,2026-02-08T20:33:30Z
14481,Mount Blue High School,Messalonskee,60.0,26.0,2026-02-08T20:33:30Z
19130,Edward Little,Mount Blue High School,54.0,43.0,2026-02-08T20:33:30Z
14483,Mount Blue High School,Hampden Academy,44.0,58.0,2026-02-08T20:33:30Z
18664,Brewer,Mount Blue High School,39.0,42.0,2026-02-08T20:33:30Z
11562,Mount Blue High School,Bangor,51.0,60.0,2026-02-08T20:33:30Z
10796,Brunswick,Mount Blue High School,57.0,45.0,2026-02-08T20:33:30Z
20869,Lewiston,Mount Blue High School,48.0,45.0,2026-02-08T20:33:30Z
18772,Messalonskee,Mount Blue High School,69.0,24.0,2026-02-08T20:33:30Z
20871,Lewiston,Mount Blue High School,73.0,20.0,2026-02-08T20:33:30Z
19246,Edward Little,Mount Blue High School,63.0,19.0,2026-02-08T20:33:30Z
12884,Mount Blue High School,Mount Ararat,19.0,78.0,2026-02-08T20:33:30Z
11855,Mount Blue High School,Camden Hills Regional,22.0,79.0,2026-02-08T20:33:30Z
14763,Mount Blue High School,Leavitt Area,45.0,67.0,2026-02-08T20:33:30Z
13046,Mount Ararat,Mount Blue High School,78.0,20.0,2026-02-08T20:33:30Z
14765,Mount Blue High School,Messalonskee,19.0,63.0,2026-02-08T20:33:30Z
14767,Mount Blue High School,Edward Little,24.0,72.0,2026-02-08T20:33:30Z
21457,Hampden Academy,Mount Blue High School,73.0,27.0,2026-02-08T20:33:30Z
14769,Mount Blue High School,Brewer,23.0,54.0,2026-02-08T20:33:30Z
11599,Bangor,Mount Blue High School,83.0,19.0,2026-02-08T20:33:30Z
14771,Mount Blue High School,Brunswick,30.0,52.0,2026-02-08T20:33:30Z
14773,Mount Blue High School,Lewiston,39.0,65.0,2026-02-08T20:33:30Z
13067,Narraguagus Sr. High School,Deer Isle-Stonington,63.0,18.0,2026-02-08T20:33:30Z
15318,George Stevens Academy,Narraguagus Sr. High School,60.0,33.0,2026-02-08T20:33:30Z
13078,Deer Isle-Stonington,Narraguagus Sr. High School,27.0,63.0,2026-02-08T20:33:30Z
15329,Jonesport-Beals,Narraguagus Sr. High School,57.0,48.0,2026-02-08T20:33:30Z
15333,Narraguagus Sr. High School,Machias Memorial,35.0,96.0,2026-02-08T20:33:30Z
15337,Narraguagus Sr. High School,George Stevens Academy,51.0,43.0,2026-02-08T20:33:30Z
15339,Narraguagus Sr. High School,Jonesport-Beals,73.0,63.0,2026-02-08T20:33:30Z
15343,Machias Memorial,Narraguagus Sr. High School,100.0,44.0,2026-02-08T20:33:30Z
13140,Narraguagus Sr. High School,Deer Isle-Stonington,37.0,31.0,2026-02-08T20:33:30Z
15353,Narraguagus Sr. High School,George Stevens Academy,33.0,52.0,2026-02-08T20:33:30Z
13155,Deer Isle-Stonington,Narraguagus Sr. High School,38.0,32.0,2026-02-08T20:33:30Z
15355,Jonesport-Beals,Narraguagus Sr. High School,56.0,44.0,2026-02-08T20:33:30Z
15357,Narraguagus Sr. High School,Machias Memorial,39.0,60.0,2026-02-08T20:33:30Z
15363,George Stevens Academy,Narraguagus Sr. High School,51.0,26.0,2026-02-08T20:33:30Z
15361,Narraguagus Sr. High School,Jonesport-Beals,48.0,56.0,2026-02-08T20:33:30Z
15370,Machias Memorial,Narraguagus Sr. High School,62.0,36.0,2026-02-08T20:33:30Z
12763,Kennebunk,Noble High School,69.0,33.0,2026-02-08T20:33:30Z
14867,Noble High School,Marshwood,43.0,38.0,2026-02-08T20:33:30Z
14869,Noble High School,Falmouth,44.0,82.0,2026-02-08T20:33:30Z
14871,Noble High School,Massabesic,63.0,50.0,2026-02-08T20:33:30Z
14175,Bonny Eagle,Noble High School,86.0,47.0,2026-02-08T20:33:30Z
14873,Noble High School,Cheverus,47.0,70.0,2026-02-08T20:33:30Z
15145,Biddeford,Noble High School,49.0,34.0,2026-02-08T20:33:30Z
14875,Noble High School,Gorham,40.0,68.0,2026-02-08T20:33:30Z
14356,Marshwood,Noble High School,43.0,46.0,2026-02-08T20:33:30Z
14881,Noble High School,Deering,52.0,49.0,2026-02-08T20:33:30Z
22911,Massabesic,Noble High School,56.0,73.0,2026-02-08T20:33:30Z
12838,Noble High School,Kennebunk,19.0,44.0,2026-02-08T20:33:30Z
14735,Marshwood,Noble High School,55.0,14.0,2026-02-08T20:33:30Z
18318,Falmouth,Noble High School,29.0,34.0,2026-02-08T20:33:30Z
22494,Massabesic,Noble High School,38.0,20.0,2026-02-08T20:33:30Z
14853,Noble High School,Bonny Eagle,22.0,41.0,2026-02-08T20:33:30Z
13326,Cheverus,Noble High School,66.0,24.0,2026-02-08T20:33:30Z
15171,Biddeford,Noble High School,53.0,17.0,2026-02-08T20:33:30Z
17238,Gorham,Noble High School,54.0,14.0,2026-02-08T20:33:30Z
14859,Noble High School,Marshwood,14.0,47.0,2026-02-08T20:33:30Z
14861,Noble High School,Falmouth,30.0,22.0,2026-02-08T20:33:30Z
12874,Kennebunk,Noble High School,58.0,23.0,2026-02-08T20:33:30Z
14865,Noble High School,Massabesic,22.0,35.0,2026-02-08T20:33:30Z
18163,Nokomis Regional High,Cony HS,41.0,65.0,2026-02-08T20:33:30Z
12605,Hermon,Nokomis Regional High,66.0,37.0,2026-02-08T20:33:30Z
12558,Nokomis Regional High,Gardiner Area,65.0,72.0,2026-02-08T20:33:30Z
21447,Hampden Academy,Nokomis Regional High,43.0,51.0,2026-02-08T20:33:30Z
18467,Lawrence,Nokomis Regional High,58.0,60.0,2026-02-08T20:33:30Z
18167,Nokomis Regional High,Mount View,55.0,64.0,2026-02-08T20:33:30Z
18179,Cony HS,Nokomis Regional High,67.0,52.0,2026-02-08T20:33:30Z
18376,Nokomis Regional High,Mount Desert Island,48.0,64.0,2026-02-08T20:33:30Z
18171,Nokomis Regional High,Erskine Academy,50.0,53.0,2026-02-08T20:33:30Z
18173,Nokomis Regional High,Lawrence,46.0,55.0,2026-02-08T20:33:30Z
22275,Erskine Academy,Nokomis Regional High,53.0,30.0,2026-02-08T20:33:30Z
11159,Nokomis Regional High,Belfast Area,61.0,43.0,2026-02-08T20:33:30Z
12580,Gardiner Area,Nokomis Regional High,56.0,47.0,2026-02-08T20:33:30Z
18175,Nokomis Regional High,Maine Central Institute,59.0,38.0,2026-02-08T20:33:30Z
18206,Nokomis Regional High,Cony HS,35.0,44.0,2026-02-08T20:33:30Z
13347,Nokomis Regional High,Hermon,42.0,47.0,2026-02-08T20:33:30Z
12659,Gardiner Area,Nokomis Regional High,61.0,26.0,2026-02-08T20:33:30Z
18378,Nokomis Regional High,Hampden Academy,33.0,49.0,2026-02-08T20:33:30Z
15056,Lawrence,Nokomis Regional High,54.0,27.0,2026-02-08T20:33:30Z
19293,Mount View,Nokomis Regional High,49.0,46.0,2026-02-08T20:33:30Z
18214,Cony HS,Nokomis Regional High,54.0,43.0,2026-02-08T20:33:30Z
21436,Mount Desert Island,Nokomis Regional High,53.0,37.0,2026-02-08T20:33:30Z
18380,Nokomis Regional High,Erskine Academy,52.0,65.0,2026-02-08T20:33:30Z
18382,Nokomis Regional High,Lawrence,35.0,58.0,2026-02-08T20:33:30Z
20954,Erskine Academy,Nokomis Regional High,46.0,43.0,2026-02-08T20:33:30Z
11051,Belfast Area,Nokomis Regional High,30.0,52.0,2026-02-08T20:33:30Z
12686,Nokomis Regional High,Gardiner Area,31.0,77.0,2026-02-08T20:33:30Z
12178,Maine Central Institute,Nokomis Regional High,23.0,51.0,2026-02-08T20:33:30Z
15976,North Haven Community School,Forest Hills Consolidated,47.0,67.0,2026-02-08T20:33:30Z
19990,North Haven Community School,Islesboro Central,55.0,17.0,2026-02-08T20:33:30Z
13171,North Haven Community School,Greenville,48.0,42.0,2026-02-08T20:33:30Z
19997,Islesboro Central,North Haven Community School,22.0,56.0,2026-02-08T20:33:30Z
19670,Forest Hills Consolidated,North Haven Community School,54.0,30.0,2026-02-08T20:33:30Z
16415,North Yarmouth Academy,Boothbay Region,29.0,55.0,2026-02-08T20:33:30Z
10726,North Yarmouth Academy,Buckfield HS,48.0,54.0,2026-02-08T20:33:30Z
12041,North Yarmouth Academy,Carrabec,54.0,42.0,2026-02-08T20:33:30Z
17754,Boothbay Region,North Yarmouth Academy,60.0,32.0,2026-02-08T20:33:30Z
19676,Monmouth Academy,North Yarmouth Academy,64.0,24.0,2026-02-08T20:33:30Z
17765,Lisbon,North Yarmouth Academy,59.0,42.0,2026-02-08T20:33:30Z
17727,Boothbay Region,North Yarmouth Academy,61.0,33.0,2026-02-08T20:33:30Z
10725,Buckfield HS,North Yarmouth Academy,40.0,22.0,2026-02-08T20:33:30Z
14127,Carrabec,North Yarmouth Academy,51.0,21.0,2026-02-08T20:33:30Z
16483,North Yarmouth Academy,Boothbay Region,33.0,27.0,2026-02-08T20:33:30Z
19694,North Yarmouth Academy,Monmouth Academy,25.0,46.0,2026-02-08T20:33:30Z
16485,North Yarmouth Academy,Lisbon,46.0,44.0,2026-02-08T20:33:30Z
21791,Oak Hill High School,Hall-Dale HS,55.0,66.0,2026-02-08T20:33:30Z
18333,Mountain Valley,Oak Hill High School,49.0,61.0,2026-02-08T20:33:30Z
10088,Maranacook Community,Oak Hill High School,84.0,38.0,2026-02-08T20:33:30Z
18929,Oak Hill High School,Mount Abram,61.0,81.0,2026-02-08T20:33:30Z
22218,Oak Hill High School,Lisbon,59.0,64.0,2026-02-08T20:33:30Z
18876,Boothbay Region,Oak Hill High School,53.0,60.0,2026-02-08T20:33:30Z
22220,Oak Hill High School,Boothbay Region,63.0,39.0,2026-02-08T20:33:30Z
10547,Madison Area Memorial Senior,Oak Hill High School,78.0,64.0,2026-02-08T20:33:30Z
19716,Oak Hill High School,Leavitt Area,54.0,72.0,2026-02-08T20:33:30Z
21706,Oak Hill High School,Dirigo,64.0,47.0,2026-02-08T20:33:30Z
19099,Lisbon,Oak Hill High School,43.0,73.0,2026-02-08T20:33:30Z
19686,Oak Hill High School,Monmouth Academy,46.0,52.0,2026-02-08T20:33:30Z
21798,Hall-Dale HS,Oak Hill High School,28.0,43.0,2026-02-08T20:33:30Z
18355,Oak Hill High School,Mountain Valley,51.0,21.0,2026-02-08T20:33:30Z
17786,Oak Hill High School,Maranacook Community,37.0,50.0,2026-02-08T20:33:30Z
19216,Lisbon,Oak Hill High School,6.0,48.0,2026-02-08T20:33:30Z
22212,Oak Hill High School,Boothbay Region,62.0,32.0,2026-02-08T20:33:30Z
19911,Mount Abram,Oak Hill High School,50.0,40.0,2026-02-08T20:33:30Z
18908,Boothbay Region,Oak Hill High School,41.0,37.0,2026-02-08T20:33:30Z
22214,Oak Hill High School,Madison Area Memorial Senior,49.0,42.0,2026-02-08T20:33:30Z
20451,Leavitt Area,Oak Hill High School,44.0,23.0,2026-02-08T20:33:30Z
19704,Monmouth Academy,Oak Hill High School,41.0,47.0,2026-02-08T20:33:30Z
21712,Dirigo,Oak Hill High School,40.0,44.0,2026-02-08T20:33:30Z
22216,Oak Hill High School,Lisbon,61.0,20.0,2026-02-08T20:33:30Z
12283,Morse,Oceanside High School,57.0,62.0,2026-02-08T20:33:30Z
16649,Oceanside High School,Lawrence,52.0,54.0,2026-02-08T20:33:30Z
18177,Cony HS,Oceanside High School,89.0,61.0,2026-02-08T20:33:30Z
14243,Oceanside High School,Leavitt Area,42.0,60.0,2026-02-08T20:33:30Z
14270,Oceanside High School,Lincoln Academy,57.0,44.0,2026-02-08T20:33:30Z
13964,Medomak Valley,Oceanside High School,68.0,62.0,2026-02-08T20:33:30Z
18268,Lawrence,Oceanside High School,61.0,63.0,2026-02-08T20:33:30Z
11789,Camden Hills Regional,Oceanside High School,71.0,43.0,2026-02-08T20:33:30Z
16675,Oceanside High School,Nokomis,66.0,46.0,2026-02-08T20:33:30Z
17450,Lincoln Academy,Oceanside High School,55.0,61.0,2026-02-08T20:33:30Z
11184,Belfast Area,Oceanside High School,73.0,72.0,2026-02-08T20:33:30Z
11168,Oceanside High School,Belfast Area,56.0,40.0,2026-02-08T20:33:30Z
18275,Mount View,Oceanside High School,60.0,72.0,2026-02-08T20:33:30Z
16662,Oceanside High School,Cony HS,71.0,75.0,2026-02-08T20:33:30Z
12574,Gardiner Area,Oceanside High School,69.0,50.0,2026-02-08T20:33:30Z
12309,Oceanside High School,Morse,64.0,46.0,2026-02-08T20:33:30Z
13978,Oceanside High School,Medomak Valley,40.0,61.0,2026-02-08T20:33:30Z
16289,Oceanside High School,Morse,71.0,26.0,2026-02-08T20:33:30Z
15041,Lawrence,Oceanside High School,70.0,62.0,2026-02-08T20:33:30Z
14284,Oceanside High School,Cony HS,71.0,49.0,2026-02-08T20:33:30Z
18287,Leavitt Area,Oceanside High School,27.0,80.0,2026-02-08T20:33:30Z
16690,Lincoln Academy,Oceanside High School,30.0,59.0,2026-02-08T20:33:30Z
16694,Medomak Valley,Oceanside High School,27.0,53.0,2026-02-08T20:33:30Z
14233,Oceanside High School,Lawrence,68.0,61.0,2026-02-08T20:33:30Z
14278,Oceanside High School,Camden Hills Regional,64.0,30.0,2026-02-08T20:33:30Z
18291,Nokomis,Oceanside High School,50.0,68.0,2026-02-08T20:33:30Z
